Image_name,ocr_text,caption
train0015.jpg,"মিত্রোঁ, বামপন্থীরারাজনৈতিক কাজকর্মের জন্য কৌটো নাচিয়ে পেয়সা তোলে ভিখারীর মতো | কিন্তু আমরা ভিক্ষা করবো নাI আমরা পিএম কেয়ার ফান্ড খুলবো |",a picture taken from a video of a man giving a speech
train0016.jpg,"টাংগাইলের শাডি আর চমচয মহেরা জমিদার বাড়ি Tangaila Sarvas"" গোপালপুর২০১ গুষজমসজিদ",a close up of two pictures of a man holding a gun
train0017.jpg,Uluullanltal Aaja Ah GUMLuIa৩ট Thঙ গুম হইবেন? তো নারায়নগঞ্জ যান না ক্যারে? [{0!! গুমহমু!!! বলছিলাম নাকি ভাই?,a collage of different images of people with different expressions
train0018.jpg,"Me Saying No To ""গরুর মাংস"" Cause of a Strict Diet Like NMcmc",a close up of a person holding a gun in a dark room
train0019.jpg,ডিযার পৃথিবী; গো টুদ্য সেটিসদ্যন গোটু IKEUAMARE MAIRALA দ্যা প্রোফাইল সে্টি অ্যন্ডচযেস জেনারেল মুড়,a cartoon picture of a man with a face and a caption of a joke
train0020.jpg,Bokhuilil laye Lerjeeeeeeee সামনে পহেলা বৈশাখ একটা ড্রেসও কেউ গিফট করলো না এতোগুলা পচা,a picture of a woman making a funny face with her hands
train0021.jpg,সৌরভ গাঙ্গূলির বিরবদ্রে অন্যয় হয়েছে রোমাদের পুরণ কর৬ে 32]ণণ9 ILIIES রত >> X0 ডাকরিও আর আমাব্দর সাগন্যায় হয়েছো? ৩ন০০ বরমলিক্ষা শাবীবর্সি` গ্রমদের,a woman holding a sign in front of a crowd of people
train0022.jpg,"ABP Ananda 6b6 জটদ 29 m ""ত্রিপুরায় গণতন্ত্রের হত্যা হয়েছে বিপ্লব দেব (Biplab Deb) সরকার মানুষের অধিকার সুরক্ষা দিতে ব্যর্থ "" তোপ ফিরহাদ হাকিমের #tripura #firhadhakim [?[[[ন$ পশ্চিমবঙ্গে পঞ্চায়েত ভোটে তো গণতন্ত্র পাগলু ডান্স করছিল!",a close up of a person sitting on a street near a fire
train0023.jpg,43 এই সময়ে পরীক্ষা নলে ছাত্রছাত্রীদের কোরোণা সংকরমপ হবে খুব সহজেই তারা শারীরকভাবে অসুস্থ হয়ে যাবে] 48) ভারত রাষ্ট্র `,a cartoon sponge sponge with a knife and a piece of paper
train0024.jpg,মা : ওই যে ইয়ের উপ্রে ই আছে ওইটা নিয়া ই এর নিচে রাখা লে আমি : ??? Astuajn ??? 9{ge1,a close up of a person holding a microphone with a caption in the background
train0025.jpg,"Vajulmideli_[Shaneb (Il&n! 9"" লোডশেডিং আল্লাহর রহমত [কক744দ= 3/8[213 কাছে আসেন 5) আপনীরে আল্লাহ্র গজব দেখাই]",a picture of a man with glasses and a hat on his head
train0026.jpg,908 আনল 'দোষী যেই ) হোকনা কেন; ছেড়েকখা বলবনা' Tboshiainohব narada ফটটে  8 I[Eme এমন দৃঢ় পদক্ষপ নেওরডন্য থযংকুত,a man in a white shirt is talking on a microphone
train0027.jpg,"*আম্মুর সাথে বাইরে যাওয়া বিদ্যমান ; আম্মু: মিনিট দাঁড়া   আমি এখনই রেডি হয়ে আসতেসি"" ৩০ মিপর আমি : #MgjEukingjMemes ৫৫",there are two pictures of a man standing in a kitchen
train0028.jpg,"টiঁBi] আম্মু, বাইবরে খেলতে যই? যাও, কিন্তু ৩ টী সুইটার আঁর ২টা টুপিপরে যাঁবী কারণ বাইরে অনেক শীতয IrU D SRTIঢ 1](1=341| ৩ টা সুইটার? @#X%1x",a picture of a man is holding a baby in his arms
train0030.jpg,ওরিও বয় 1 রমজান মাসে শয়তান কে বন্দিকরে রাখা হয় ! !!/ বররোরগতা ওরিও বয় 9 তাতে আর উপায় তুই তো নিজেই একটী শয়*্তান ! গোর@বয় কি০,there is a doge in a red hoodie and a cat in a red hoodie
train0031.jpg,আমাকে যখন আম্মু প্রথঘবার নাসার এর ক্লাস এ রেখে আসে HELL MEME,a baby yodape is holding a gun in his hand
train0032.jpg,OFE BAf এই জানস বায়ারন মিউনিখ তোেহ আর চ্যাম্মপিয়ন্স লীগে ভালো খেলতে পারবে না কি বলস? কেন পরবে নী? OFE BAf আরে দেখস নাই জামানি তোহ ওদের সব ভালো ভালো খেলোয়াড়দের কিনে ফেলসে,a close up of a person on a cell phone with a text
train0033.jpg,গোটশিক্কাদপতরেল সেটা বড়ো কথানয়া বিধায়কপাচডিলটপকাছে সেটাবেডোকথাননৈয়} [[I[$ পরঞ্্ায়েত লূটেপরূটফন্ডে পেটাবড়ো কথানিয়: তহলবডোকেখাকোনটঃ ডাইপোনব জোয়ারআানড়ে,a picture taken from a movie showing a man in glasses and a woman in a yellow shirt
train0034.jpg,একই মেয়ের উপর দুজন ক্রাশ খাওয়ার পর বন্ধু যখন তা আমার জন্য ছেড়ে দেয় য ; BRIIELIJ TRE I,a close up of a person holding a cell phone to their face
train0035.jpg,দোকানদার কে ছিড়া নোট দেওয়ার পর আমি*,there is a chicken running in the grass with a caption in the background
train0036.jpg,নতুন তৃণমূল আসলে কী? I[M_8 পিসির তৃণমূল হলো পুরোনো তৃণমূল দোলাদি বলেছিলো; ২৫-৭৫% ডাগে এরা খেত ডাইপোর তৃণমূল হলো নতুল তৃণমূল কুন্তল বলেছে ১০ ৯০% ডাগেই এখন খাওয়া চলছেন,arafed man in a blue shirt and tie writing on a white board
train0037.jpg,"ক্লোজআপ দিয়ে পাচ বছর যাবং দাঁত ব্রাশ করতেছি !4444{4 86d | g কিম্তু আজও একটা মেয়ে বললো না! কাছে এসৌ,কাছে এসৌ marsel দাড়া ব্রী ?্ 88 gllcঠllটি I2৫",a man in a blue shirt is staring at a computer screen
train0038.jpg,আমিণতকালনয়টিককবললাম বাসায়পৌছোকলদিতে | BIICLIIRELL নেয়েটারমনযবাসীনিই,a picture taken from a video of a man sitting in a chair
train0039.jpg,"সরাদিন চেলপি তুলছ; গারলফ্রেন্ডের লগেনাইচ্ানাইচছিবি তুলছ; এেক এক দিন এক একটা Feel করছ, বস্তিমার্কা Stats মারছ ভালা কথা ফইন্নির ঘরের ফইন্নি আমারে মারছ ক্যারে?? SERIOUSLY? সাের RIFate Tag",a picture of a man pointing at a woman in a room
train0040.jpg,"00"" ৬ 07t073 ৪:ি7 9৫ ৫9 05! 339"" AAM 41940[1 1483 IhU দম৮ (ৌ"" 2I0শ কুচুটে MA M[8 এবারআমরা বাপ বেটিতেএকসাথে জোলরডাতখাবো..",a man and woman sitting at a table with food in front of them
train0041.jpg,aiiiani baii faki bainfakibaii fali bai dibai laki baiifalibaiinak aiifaki tar lalitaiifa কিরে তুই পড়তে বসছ না কেন? [র[R FAEEBAU; আমিরোজাৎ E0[,a couple of pictures of a man and woman with a cell phone
train0042.jpg,"^) আবু ত্বহা মৌহীম্মিদ অদিননঃদিনযীবৎ নিভখঁজ OaTui 9 ekattor t"" যু ATN BANGLA পরিমনীরসীজানো ধর্ষণনটিক আওয়ামী আওয়ামী :",a cartoon picture of a cat with a hat on and a cat with a hat on
train0043.jpg,না চুদে নিব্বি-খেতাব পেলাম দিব্বি,a cartoon of a man with a mustache and a mustache in his mouth
train0044.jpg,"সমাজ, যখন একটি ছেলে ভুল করে",a close up of a group of people with faces covered in rain
train0045.jpg,Everyone: মৌমাছি মৌমাছি |] কোথা যাও নাচি নাচি? মৌমাছি:,a picture taken from a social media post of a woman in a bee costume
train0046.jpg,"যে ব্যক্তি ব্রিগেড যেয়ে ডিমভাত পায়নি পুরো দিনটাী কোন টাকা ইনকাম করিনি ধুমাত্র ডিমভতখববলে তাও পেলাম নঃ আজ তো বৌ খেতে দেবে না যআর বুকোভদিনটওববাকাম; যাবণা ,{ 4 /",a picture of a man sitting in a chair next to a man standing next to a table
train0047.jpg,Why don't Knock crush on Facebook ! গ দeN= আব্বাজান আমি Knock করবনা আিমার লজ্জী  লাগ my,a man and woman standing next to each other in front of a straw hut
train0048.jpg,|[M{8 এটাই আমার প্রিয় গাড়ি 0_0 কুচুটে,there is a man with a beard and glasses standing in front of a truck
train0049.jpg,ফে্রেঞচ প্রোডাক্ বয়কটাকরায়আনাকে ধঢাবাদ জনানোবহু একটুনিগ ফরেপষ্িস করেসসমটি,there is a man shaking hands with a man in a suit
train0050.jpg,[Kofl faaasss? জলিল বলোত বংলাদেশের সবচেয়ে জনপ্রিয় মটরসাইকেল কম্পানি কোনটি? k0[}9!):{4&&$| ONESI কোম্পানি দেযেননাই প্রাইসের মটরসাইকেলের পেছনেো লেখা থাকে 0য{ছ_< 43{6) Mচং,a picture of a woman in a uniform holding a gun
train0051.jpg,[দেশদদরোহীকর মনে IIEM[S মানে জেনেলাড নেই আমি না পারলেই সামনের লোককে দেশদোহী বলদেরো] কুচুটে দ্রুৈবেদ্জী} যুক্তিতে,a couple of men sitting at a table talking to each other
train0052.jpg,wegjamarewacha বিশ্বকাপের জন্য একটা পতাকা কিনছিলাম মাগার.চোরে নিয়া গেছে JBchg Gu9৫e Zeu,a picture taken from a tv show showing a man pointing at something
train0053.jpg,ভাই দুই কৌজি Attention দিয়েন তো এতগুলা Atttention দিয়া কি করবেন ? আমার একটা বন্গু আছে যে সবসময় না পারলায কারো ডিপ হতে না পারলাম কারো স্ট্যাটাস হতে বলে ওকে দিব এই নেন ২০০ গ্রাঘ বোশি আছে NIPAN {ম} শবগও,a picture of a man standing in front of a store filled with food
train0054.jpg,যখন ঢাকা সিটি কলেজ উদ্ভাসে পড়ে ব্র্যাক বিশ্ববিদ্যালয়ে ভতি হও 4 ণ৯ মনে হচ্ছে যেখান থেকে এসেছি সেখানেই আবার ফিরে এলাম তুমি ব্রাংলা ৫k৮j 'lL;lz,there is a man that is sitting on a boat in the water
train0055.jpg,@Hey Rokz আমি* ডিরেক্ট রিয়ে ভার্সিটিতে প্রেম @Hey Rokz কলেজের প্রেম স্কুলের প্রেম,a man walking up a flight of stairs with a laptop on the ground
train0056.jpg,"Vajylmidel) [Suateb গীন্ধী বাত ! 17 #illuian Eleutiull 0}""8 গঃব {E2[5208 AKFHNJUMPচ Cha[8 ৪jl গান্ধী গঁন্ধী গান্ধী-গীন্ধী বাদ",a poster of a woman and two men with a clown face
train0057.jpg,একটা ওয়ার্ডে নির্দল প্রার্থী এগিয়েছিলেন ফলে সেখানে দেড় ঘণ্টা ধরে বন্ধগণনা; খোঁজ পাওয়া যাচ্ছেনা ইভিএমের! ০! মন্ত্রী ঘনিষ্ঠ এক মহিলা প্রার্থী একটি ওয়ার্ডে ৩৮ হাজার ভোটে জিতছেন ০০ এসব কী চলছোমশাই]? গণতন্ত্রের অন্নপ্রাশন চলছে!,a picture taken from a movie showing a man with a mustache and a mustache
train0058.jpg,যখন বায়োমেট্রিক পাশ না করায় তোমার সিম বন্ধ করে দেয় BEIIEL_A TsEL ইস!এটাতেঔরিটেক,cartoon of a frog with a sad face and a sad face
train0059.jpg,bangla thedailystarnet https://bangla thedailystarnet node বর্তমানে বাংলাদেশ বিশ্বে ধান উতপাদনে প্রধানমন্ত্রী কৃষিবিদ দিবস উপলক্ষে দেওয়া এক বাণীতে প্রধানমন্ত্রী শেখ হাসিনা বলেছেন বর্তমানে ৭৫ ঢাকা কোেজ চাল কিনে খাওয়া সাধারণ জনগণঃ- SUFFERNGFROMISUCCESS তৃতীয়:,a close up of a person holding a cell phone near a sky
train0060.jpg,Rickshawala asking for ভাড়া on a rainy day 4 ৫ =ি laa babba 5coe মt,there are two men sitting at a table with bananas on it
train0061.jpg,পরিক্কর্ন আনর মোবহল আমি,there is a toy that is holding a bunch of spaghetti
train0062.jpg,BREAKING NEWS মমতা-অভিষেক মেঘালয় থেঁকে ফেরার পর ভঙন IEII[S সচট,a woman in a white shirt and glasses speaking into a microphone
train0063.jpg,"যখন বহু আমার ক্রাশকে পটিয়ে ফেলি,আর ঠিক সেই আনার রেস্ট ফ্রেন্ড এসে বলে, কিরে বেডীবাজ আর কত মাইয়ারে খাইয়া ছাইরা দিবি লে আমি Imnd nabtdu islam Riaz না করে কোন কুরকনহুদাই হইলাম অপমত কস্টে মুহুতে",funny jokes in hindi
train0064.jpg,পানি খেয়ে নাও মেয়েদের ঈদের ছবি তে লাভ রিয়েকট দিতে দিতে ক্লান্ত হয়ে গেছো,arafed man holding a glass of water in his hand
train0065.jpg,দোকানদার : কি লাগবে? আমি : যেটা ব্যাবহার না করার জন্য আপনার জন্ম হইছে দোকানদার AREEIN HADI,arafed man in a store with a scarf standing in front of shelves of medicines
train0066.jpg,এই কয়েকদিন পকেটে মোবাইল ভাইব্রেশন করলেও IKEUJ AMMARE MAIRALA মনে হয় ভুমিকম্প হইতেছে! চরম বিপাকে আছি,a man in a blue shirt is staring at the camera
train0068.jpg,fbcom/faizlamikorbi Okay এই মেয়ে তোমার 016782 মোবাইল নাম্বারটা একটু দিবা? FHIZLAMLTORBI? একটু চাইছো এইডা কি দিলা? তাই একটু দিলাম,there are four pictures of a baby with different expressions
train0069.jpg,477 77া# বমাত] রবিতবিতন Subhaprasanna on Mamara s award: রবীন্দ্রনাথ বেঁচে থাকলে নিজের হাতে মমতাকে পুরস্কৃত করতেন: শুভাপ্রসন্ন M;M[8 আমার নোবেলটও ওনাকে দিয়ে দিতাম_ কুচুটে,a picture of a man with a beard and a hat on
train0070.jpg,ব্রাজিল বদান ক্সিকো খেলার সময়] BRII] দBX] Jaa: Cligjaau ৩ff Jiia Off _ EffJaaa Off Jaaa Off Jaaa Vff Jasa Uff 40 088 fFE BIAE] মেক্সিকো বনাম পর্তুগাল খেলা হলে MEXI POR Uff Jaaa Off Jaaa Off Jaaa Off Jaaa Uff Jaaa Off Jaaa Off Jaaa Uff Jaaa Off Jaaa Uff Jaaa Off Jaaa Off Jaaa স্কৌরবোর্ড ][F! স্কোরবোর্ড,a close up of two men with different expressions on their faces
train0071.jpg,যখন বাসায় আসা মেহমানের বাচ্চাকে আপনার খাটে শোয়ানো হয় আর সে হিশু করে দেয় 4>#ম,cartoon of a cat sitting on a bed with a pillow and a pillow
train0072.jpg,"abp আনন্দ TMCMLA Threats : ""বুহে ঢুকে দেখাও"", ফের বিরোধীদের হুঁশিয়ারি তৃণমূল বিধায়কের ০ এযে: ভেঙ; ৬গ০িশি এরসতস SEPTENEER 29 ?0?? M[8 ওরে আমাকে দেখেও তোদের শিক্ষী হয়নি আর কবে হবো! শ্রীলংকান দাওয়াই খাওয়ার পরঃ",a picture of a man with a mustache and a mustache on his face
train0073.jpg,"*আব্বুর বানানো স্পেশাল;, *রুহ আফজা, ট্যাং ও অন্যান্য বাঙির শরবত; শরবত.. ওরিও বয় ওরিও বয় 17N ওরিও বয় 0P36 0ঁ65]30 |চ5",cartoon of a dog with a gun and a bottle of soda
train0074.jpg,"[ আচ্ছা ভাই ] R ৪ ৪ ] 1 0 | I ০ ! ০ B ;1 0 "" d h U [ [ আপনি যাকে সবচেয়ে আপন মানুষ ভাবেন সেই মনুষটা ও কি আপনাকে আপন মানুষ ভাবে ? $[*3{E[",a man with a beard and a smile on his face
train0075.jpg,EBCOINIRTIIIIIL মাসের প্রেথম সপ্তাহে সৈমিস্টার ফাইলাম সে তো এক বিভীষিকার নাং মাসের শেষ সপ্তাহে,there are two pictures of a man holding money and a stack of coins
train0076.jpg,একটুরদাঁড়ান বিজেপির গণসঙ্গীত তৈরীকিরছি],a cartoon picture of a woman and man in a bathroom
train0077.jpg,*হালকা বজ্রপাত বিদ্যমান* আপনার DSLR ওয়ালা বন্ধুঃ ১3৬ঢ:,a close up of lightning flashes in different pictures with a sky background
train0078.jpg,রযান ম৮ ~ *approaching শয়তন : ০ বিপদের গন্ধ পাচ্ছি ব্রাংলা ৬৮৮J,a cartoon picture of a woman holding a diamond in her hand
train0079.jpg,কেউ আমাদেরে দাবায়ে রাখতে পারবা নোো Fblstobdbtর25s,there is a man and woman walking in front of a large poster
train0080.jpg,নুনু ঝারা দেওয়ার পর Touikir প্যান্টের চইন লাগানোর পর 47,a picture of a man is sitting on a toilet and a faucet
train0081.jpg,এই সোলা জালো বাবা গত সপ্তাহে লটারি জিতেছিল আবার এই সপ্তাহেও জিতেছে : তোমার বাবা তৃণমূল করে? ২৫চ II[& ঠিক ধরেছো; আমি তো তোমাকে বলিলি; তুমি কী করে জানলে!,a cartoon of a woman sitting on a couch with a cell phone
train0082.jpg,কে আবার রটাচ্ছে যে এবার মহালয়া যোদির জন্মদিনের দিন পড়েছে বলে meme junctionবাংলা 0 ঝ যা মহালয়ার এক যাস পরে আসবে বলেছে দুর্গা,a picture of a man with a beard and a picture of a statue
train0083.jpg,"#বাংলাদেশী দালাল মিডিয়া: ব্রেকিং নিউজ বন্যায় ভেসে আসা ""ভারতীয়"" হাতি মারা গেছে ভুল চিকিংসা আর কীটনাশক কে দোষারোপ! FHKI BHZZZ বন্যা কার দোষে ইটলো; কি পরিমাণ ক্ষয়ক্ষতি হইলো এটা কোন মননিষ্ডরবজকি নাহ! কিল্তু",a picture of a picture of a man giving a speech
train0084.jpg,২০ রাকাত তারাবির নামাজ পড়া নামাজ না পড়ে আড্ডা যারা| INUPANI শEME,a close up of two pictures of a person in a suit and hat
train0085.jpg,baii takl oati uiগameautaninচmihaitus] [08[11] বরিশালের দয়া আমার HKLBLT উঠবেন না / রকসায় নিশ্চিত কোন বরিশাইলা [E[ EE{][[31 7|[[ [_bমঁ[} aগa{ ba ঘ1ি4[0{8] তোরে বাঁশ দিছিল মনে_হয়! করে লোক কোন,there are two pictures of a man with glasses and a sign
train0086.jpg,HOWIYOUIE=L DURING RAMADAN WHEN }INI/ 010 YOUHEAR MAGRIB-ERAZAN,a close up of a person drinking a bottle of orange juice
train0087.jpg,"Paugailbrsarcosnbd [luilladolirtdb] (কিস ডে তে কিস দিবি না কপিলা? তুই ব্লাশ করস না,তোের গব্ধ মুখে",there is a man and woman standing next to each other on the beach
train0088.jpg,"অন্যদের অজন You' vE eamed a top tafi Iসr Ratul and can uccept 0910 voulve a top Tan badge tor 31 minlte3ago Arosh Khan and can accept It Voultee mablbo[Ealummirlor 443700] 0==15[1[0|87[336 ]9|3 _দ0 WPanp YoUveoumckd ৩P |al Luuge |ur Vodlveeumkd otod 14mbuoot tu CUIUIIu RhluEmi und cun uccept 5H Crratiun Lid Curi aCciau আমার অজন !]61"" nTHILTuT বaম vulvtearnedotrnle ibets(""i vholviuinod n toblfun badpe or 7)27101346[48493 00 341178[347{[ Iuemir Lriuram nnu canlircceঢrei: 7424420[4083{4[3] 00u 4|[;73]055) vobvoleswedlbtoo tanbadgetor S[u@inv&%r10"" 441""7 can '9১ ~60 hulda iadcan Car ucceni 790 4[6416 eerried d ""ঘp fai badre !10""41 071301 ""সান> |7851 =1'94161 miunees ego 444410""1637=| Youve eured a top tan ULE7  ে7 bura- EU|E]=""1""`"" {I৮zst 210[ ELEian  ahamirisd 7607 ergngr?[[63+33 '90 ০017 Akiband 74 দ3ীষ31871337 |0""1733[313254731 4435[164434 ২০০ banoe] Pftlats eameu ; [ 45443{ি 4444[6341 [638034| voiivteomebteo ( bes ৬ ! T৮--37]| Einireni ৬^3 ^9|987] : 68998| Youive vouivet টিত্রয Toldb{%' cষ[০+0 u ! ShihPrnl সধাঢার Chitroshoni 460 %63) Erscoees ! aCCEPt Molr ( 8[87 @87[6> [Els/7] Totve ea০০e০ Imamul pa098) [677] a৫EeDt ! 0i0103[",a close up of a picture of a building with a motorcycle
train0089.jpg,"CIO তে কোনো বিল্ডিং এ খুন হলে, রBIUi দারোয়ান থেকে জিজ্ঞেস করলে, সে সব সময় দুটা উত্তর দিবে . সে ঘুমাইতেছিল অথবা সে চা খাইতে গেসিল কিচু BAU: FAছL",a close up of two pictures of a man with a toothbrush
train0090.jpg,Zhan Ii r 0V Khan 1zT0V ল্কডাউনে আপুদের অবস্থা কি? Khan NzTOV Enan 1_L 0V Khan 1[7 Khan IiT 0V 0V 111 NirOV K Khan an 1LT 0V চোষা __];1 ( 91 ILT 0V Khan 8n 1iT 0V Khan 1_ an N1r 0V 0V Khan V  K Zhan II]0 ]81 [Z 0V Kh বাচ্চা কোন টা রেশি জ্বালাচ্ছে?   0V নিজের টা না কি শাশুড়়ির টা Zhan I_30V Zhan I2T07,a picture of a picture of a man with a funny face
train0091.jpg,কিছুদিনআগে হয়নাক্যান ?!! এেখন Biiya lBIB]] বৃষ্টিথামেনাক্যান ?!! বৃষ্টি,a picture taken from a facebook page of a man in a tie and sunglasses
train0092.jpg,IHAPOMENRREN YOU REALZEYOU WEARINGWHITE SHIRT AND EATING BailB NBTB]] তরকারী !,arafed image of a man in a suit and tie with a caption of a man wearing white shirt and eating
train0093.jpg,আমি চিনি গো চিনি তোমারে ওগো বিদেশিনী Menetunnctonবাংলা hojchoi লে বিদেশিনী কে রে বাড়া তুই চিনিস আযাকে] তুই;,a close up of a person with a goat in the background
train0095.jpg,বন্ধু তোের ভাবীরে কল দিয়ে বল omor আমিবাইকএক্সিডেন্টকরেছিসপিটালেআছি,arafed man in a red and white robe talking on a cell phone
train0096.jpg,অহ বাংলাদেশ! ওড়oncrouie৮tto EIDA KoNo KOTHA HolLo? ১ টাকারীক্যণ্ডিরমেয়াদঠ বছর! ৯৪ টাকার ১ গিগাবাইট ইন্টারনেট ডাটার মেয়াদ মাত্র ৭ দিন! কিন্তু,a man in a military uniform with a beard and sunglasses on
train0097.jpg,Me : আম্মু আযার ফেভারিট শাট টা কই ? আম্মু : QmrAঝ শনদচ ব্লু টি,a close up of a monkey with a green shirt and a blue shirt
train0098.jpg,HIuBirT মেয়েদের জামী-কাপড় ঠিক ছিল নী তাই পৌলারী এমন করছে IIAZE তাইলে তোরী হিজরাগৌ এমন করছ নী ক্যারে?,a picture of a man with a funny expression on his face
train0099.jpg,জান তোমার ফেবুর FHKI HHZZZ পাসওয়ার্ড টা বলতো? এটা দিয়া কি করবা! আমি তোমার গফী আমার দেখতে ইচ্ছাহ্ইতপারেন] দেখব আর কি করবো আজিব! @CNipAP 5AeB FIRI[Z BIL আমারটা ৮% #৮%b# তোমার পাসওয়ার্ড টাবল? কেন!!! আমার পাসওয়ার্ড চাইবা কেন? কি আমায় সন্দেহ করো] পাসওয়ার্ড চাও ফাইজলামি পাইছো] তুমি,a couple is smiling and talking to each other in a funny picture
train0100.jpg,সরকারী স্কুল সরকারীবাস সরকারী হাঁসপাতালী সরকারীী HOsHKORH] চাকুরী,a close up of four pictures of babies with different expressions
train0101.jpg,৮jn বাংলাদেশে নাকি কারেন্ট যায় না কারেন্ট এর জোয়ার বইতেছে II/NAIIIBAJJIB}I) ফইন্নির ঘড়ের ফইন্নি আমার বাসা কি চান্দে রে ? fakil,a couple of pictures of a man and woman in a room
train0102.jpg,IILLM[8| ছবির অপেক্ষায় রইলাম আমরা জানি মোদীজি আমাদের হতাশ করবেন না,a close up of a person in a uniform and a man in a hat
train0103.jpg,বাঁকুড়া মেদিনীপুরের ছেলেপুলেকে সারাবছর বাকিরা যেভাবে দেখো @meme junctionবাংলা মাধ্যমিকের রেজাল্টেরপর,a picture of a man sitting on a bench with a cat in his lap
train0104.jpg,Accidentally fall tap on mobile advertisement Advertisement: JILIIL @Ahm Shakil 44ঢ: চলযাইগা Play Store রে,a woman talking to a man in a brown shirt with a black hat
train0105.jpg,হাসপাতাল Eচ8,there is a man that is smiling and a duck that is standing next to him
train0106.jpg,IEIES বডো হয়ে তাোমরাংকি করবে? চায়ের স্টল ঘুগনির দোকান তেলেভাজা দোকান,there are two pictures of a group of people standing together
train0107.jpg,YESI!OUTI! 2_323{307 #!884 NO BALLI RalIওNBnB]],there are two pictures of a man playing video games with a woman
train0108.jpg,(ময B নবজোয়ারে ব্যালট লুঠ HRhES প্রারথীবোছাইকেরার ডোোটটাআবারকি? আম্রাদেরকাছেসব্যডোটইসমান],a picture taken from a news channel shows a man pointing at a crowd
train0109.jpg,"HIঢBযF ভাই, সেঞ্চুরি কেমনে করব? NAL EIItIa মোবাইলে ULASHOFULANS না খেইলাবেশি করে PRAUIILE করলে পারবি ! 399 SHAHEB TILUKIER",a picture of a man with a hat and a picture of a man with a hat
train0111.jpg,সাগরদিঘীতে ম রাউন্ড শেষে ৫০৫৯ ডোটে এগিয়েবাম কংগ্রেস প্রার্থী বাইবন বিশ্বাস দচভ [MEMM[R:,a close up of a person wearing a hat with a feather on it
