Image_name,Label,ocr_text,final_text
train0021.jpg,Political,সৌরভ গাঙ্গূলির বিরদ্দ্ে অন্যায় হযেছে রোমদের পরণ করতে ILLIES ৩নশ রত করমনিক্ষা 1x-X!/ও প্রানীদের [ শাবীবর্লি  ডাক আর আমব্দর সাগ্ন্যায় হয়েছে!?,
train0022.jpg,Political,"ABP Ananda 29 m ৩b6 আচ ""ত্রিপুরায় গণতন্ত্রের হত্যা হয়েছে| বিপ্লব দেব (Biplan Deb) সরকার মানুষের অধিকার সুরক্ষা দিতে ব্যর্থ "" তোপ ফিরহাদ হাকিমের #tripura #firhadhakim /[গ[[[3 পশ্চিমবঙ্গে পঞ্চায়েত ভোটে তো গণতন্ত্র পাগলু ডান্স করছিল!",
train0023.jpg,Political,"""3 এই সময়ে পরীক্ষা নলে ছাত্রছাত্রীদের কোরোণা সংকরমপ হবে খুব সহজেই  তারা শারীরকভাবে অসুস্থ হয়ে যাবে] 44 ভারত রাষ্ট্র ৬/",
train0024.jpg,NonPolitical,মা : ওই যে ইয়ের উপ্রে ই আছে ওইটা নিয়া ই এর নিচে রাখা লে আমি : ??? Astuajn 9{ge1 ???,
train0025.jpg,NonPolitical,Vajumideti {Suaneb (I&lt লোডশেডিং আল্লাহর রহমত [ক; 4৩ট} 318[81 কাছে আসেন আপনারে আল্লাহ্ুর গজব দেখাই,
train0026.jpg,Political,600 আানলন 'দোষী যেই হোকনা কেন; ছেড়ড়েকখা বলবন' mbphhunokey narada IIMI8 IEDa এমন দৃঢ় পদক্ষেপ নেওজন্য থযংকু৮,
train0027.jpg,NonPolitical,"*আম্মুর সাথে বাইরে যাওয়া বিদ্যমান ; আম্মু: ৫৫ মিনিট দাঁড়া   আমি এখনই রেডি হয়ে আসতেসি"" ৩০ মিপর আমি : #MgjEuEIngjMemes",
train0028.jpg,NonPolitical,"ঈঁ3া ] আম্মু, বাইরে খেলতে যাই? যাও, কিন্তু ৩ টী সুইটার আর ২টা টুপিপরে যাবী কারণ বাইবে অনেক শীতয [I০DEP SRITTEB! 9) টা সুইটার? @#X%৮x",
train0030.jpg,NonPolitical,ওরিও বয় 1 রমজান মাসে শয়তান কে বন্দিকরে রাখা হয় ! !!/ ওারও ব্রয় ওরিও রয় 9 তাতে আর উপায় কি০ তুই তো নিজেই একটা শয়*্তান ! ওরিও বয়,
train0031.jpg,NonPolitical,আমাকে যখন আম্মু প্রথঘবার নাসারি এর ক্লাস এ রেখে আসে HELLJMEME,
train0032.jpg,NonPolitical,OFE 1BAL এই জানস বায়ারন মিউনিখ তোেহ আর চ্যাম্পিয়ন্স লীগে ভালো খেলতে পারবে না কি বলস? কেন পরবেনী? OFE BAE আরে দেখস নাই জামানি তৌহ ওদের সব ভালো ভালো খেলোয়াড়দের কিনে ফেলসে,
train0033.jpg,Political,মোট্টশিক্কদপ্তরজেলে সেটা বড়ো কথানয় বিধায়কপিলটপকা সেঢাড়ো কথানয়} EIES পরযযত িূটেপ্রূটেঘচ্ছে সেঢা বড়া কথা নযয়! তহলবডোকেথা কোনটঃ ডাইপো নব জোয়ারআানছে,
train0034.jpg,NonPolitical,একই মেয়ের উপর দুজন ক্রাশ খাওয়ার পর বন্ধু যখন তা আমার জন্য ছেডে দেয় | BIIIELLII TRE |,
train0035.jpg,NonPolitical,দোকানদার কে ছিড়া নোট দেওয়ার পর আমি*,
train0036.jpg,Political,"নতুন তৃণমূল আসলে কী? MEMI8 পিসির তৃণমূল হলো পুরোনো তৃণমূল দোলাদি বলেছিলো, ২৫-৭৫% ডাগে এরা খেত ডাইপোর তৃণমূল হলো নতুল তৃণমূল কুন্তল বলেছে ১০-৯০% ডাগেই এখন খাওয়া চলছে.",
train0037.jpg,NonPolitical,"ক্লোজআপ দিয়ে পাচ বছর যাবং দাঁত ব্রাশ করতেছি [8164414 064 মিনিট দাড়়া ব্রী ছুঁ 88 ক্বী 'g্llcঠllট I১2৫ কিম্তু আজও একটা মেয়ে বললো না! কাছে এসো,কাছে এসৌ marsel",
train0038.jpg,NonPolitical,আনিগতকালপয়েটিককবললাীম বাসায়পৌছোকলদিতে ঘ EIIIELLIRELL নেয়েটরমভহয়বাসীনাই,
train0039.jpg,NonPolitical,"তুই সরাদিন চেলপি তূলছ; গরলজফ্রন্ডের লগে নাইচ্চা নাইচ্ত তুলছ এেক এক দিন এক একটা Feel করছ, বস্তি মাকা Status মারছ খুব ভালা কথা SERIOUSLY?] RIFat ' সাহেে ফইন্নির ঘরের ফইন্নি আমারে Tag মারছ ক্যারে??",
train0040.jpg,Political,"90'371 0131*15 097 ১৫"" ৫0704! 4441 3394 ৫গ] 4^04 4{94 0211 71171 ""14^[47 (0] 2I0০7 কুঁচুটে IIMI[S এবারআমরাবাপ বেটিতেএকসথে জোেেরডাতখাবো.",
train0041.jpg,NonPolitical,Qinuli uaii iali bailfakitaiitilii bai Lliitai laki bairiatitainaণvaiifalitai fallibaii কিরে তুই পড়তে বসছ না কেন? IK E0 FALE BI0: আমিরোজা,
train0042.jpg,Political,"আওয়ামী ^) আবু ত্বহা মৌহীম্মিদ অদিননঃদিন্যযীবৎ নিভখঁজ OaTui আওয়ামী : 9 ekattor t"" য ATN BANGLA পরিমনীরসীজানো ধর্ষণনটিক",
train0043.jpg,NonPolitical,না চুদে নিব্বি-খেতাব পেলাম দিব্বি,
train0044.jpg,NonPolitical,সমাজ; যখন একটি ছেলে ভুল করে,
train0045.jpg,NonPolitical,Everyjone: মৌমাছি মৌমাছি কোথা যাও নাচি নাচি? মৌমাছি:,
train0046.jpg,NonPolitical,যে ব্যক্তি ব্রিগেড যেয়ে ডিমভাত পায়নি { 4 / পুরো দিনটাী কোন টাকা ইনকাম করিনি ধুমাত্র ডিমভাতখববলে তাও পেলাম নঃ আজ তো বৌ খেতে দেবে না যআর বুকোভদিনটওববাকাম়; যাবণা,
train0047.jpg,NonPolitical,Why don't Knock my crush on Facebook ! গ দিeNট আব্বাজান আমি Knock করবনা আিমার লজ্জী লাগ,
train0048.jpg,Political,কুচুটে II[AL{{ এটাই আমার প্রিয় গাড়ি,
train0049.jpg,NonPolitical,ফেরেঞ্চ প্রোডাক্ট বয়কটকরায়আমাকে ধনবাদ জানানোবন্ধু একটুআগ ফ্রেষ্কিস করেঅসঅটি,
train0050.jpg,NonPolitical,[cfl feeasss: [২C 316 MER জলিল বলোত বংলাদেশের সবচেয়ে জনপ্রিয় মটরসাইকেল কম্পানি কোনটি k0|)444555 ONTEST কোম্পানি দেখেননাই প্রাইসব মটরসাইকেলের পেছনে লেখা থাকে,
train0051.jpg,Political,"""দেশদ্দরাহী' BII[ [চুঢে IELES মানে জেনলাড নেই দ্রুৈবেদ্জী আম যুক্তিতেনা পারলেই সামনের লোককে 'দেশদরোহী বলদেেরো]",
train0052.jpg,NonPolitical,NeujanareUacha বিশ্বকাপের জন্য একটা পতাকা কিনছিলাম মাগার..চোরে নিয়া গেছে Gn৫e Zeu JB9che,
train0053.jpg,NonPolitical,"ভাই দুই কেজি Attention দিয়েন তো এতগুলা Atttention দিয়া কি করবেন ? আযার একটা বন্ধু আছে যে সবসময় না পারলায কারো ডিপ হতে না পারলাম কারো স্ট্যাটাস হতে বলে ওকে দিবI ও , এই নেন ২০০ গ্রাঘ বেশি আছে NTPAN :E! শবশও",
train0054.jpg,NonPolitical,যখন তুমি ঢাকা সিটি কলেজ  উদ্ভাসে পড়ে ব্র্যাক বিশ্ববিদ্যালয়ে ভতি হও 4 9 ব্রাংলা ৫k৮j 'lL;lz মনে হচ্ছে যেখান থেকে এসেছি সেখানেই আবার ফিরে এলাম,
train0055.jpg,NonPolitical,@Hey Rokz আমিষ ডিরেক্ট রিয়ে ভার্সিটিতে প্রেম @Hey Rokz কলেজের প্রেম স্কুলের প্রেম,
train0056.jpg,NonPolitical,VajyImideii) [Suaneb গরীন্ধীবাত ড0! #iluuial Eleutiশl 0##6 8368 AKচMNLAচ= Gla[8 ৩ট০ গান্ধী গান্ধী গান্ধী-গাীন্ধী বাদ,
train0057.jpg,Political,"একটা ওয়ার্ডে নির্দল প্রার্থী এগিয়েছিলেন ফলে সেখানে দেড় ঘণ্টা ধরে বন্ধগণনা, খোঁজ পাওয়া যাচ্ছে না ইভিএমের!০০! মন্ত্রী ঘনিষ্ঠ এক মহিলা প্রার্থী একটি ওয়ার্ডে ৩৮ হাজার ভোটে জিতছেন০০০ এসব কী চলছেমশাই!? গণতন্রের অন্নপ্রাশন চলছে!",
train0058.jpg,NonPolitical,যখন বায়োমেট্রিক পাশ না করায় তোমার সিম বন্ধ করে দেয় BRICL_I] [[s | ইস! এেটাতেওরিটেক,
train0059.jpg,Political,banglathedailystarnet https://bangla thedailystarnet node বর্তমানে বাংলাদেশ বিশ্বে ধান উতপাদনে তৃতীয়: প্রধানমন্ত্রী কৃষিবিদ দিবস উপলক্ষে দেওয়া এক বাণীতে প্রধানমন্ত্রী শেখ হাসিনা বলেছেন বর্তমানে ৭৫ টাকা কৌেজ চাল কিনে খাওয়া সাপারণ জনগণঃ- SUFFEPINGFROMISUCCESS,
train0060.jpg,NonPolitical,"Rickshawala asking for ভাড়া on a rainy day 4 ৫ =ি laa baba, 5coe মt",
train0061.jpg,NonPolitical,পরিক্ষারন-ন আনার মোরাহল তম,
train0062.jpg,Political,BREAKING NEWS মমতা-অভিষেক মেঘালয় থেঁকে ফেরার পর ভাঙন ILIIS,
train0063.jpg,NonPolitical,"যখন বহু কস্টে আমার ক্রাশকে পটিয়ে ফেলি,আর ঠিক সেই মুহুতে আনার রেস্ট ফ্রেন্ড এসে বলে, কিরে বেডীবাজ আর কত মাইয়ারে খাইয়া ছাইরা দিবি লে আমি Innd nabidu islam Riaz ন করে কোন কুরকমহিুদাই হিইলাম অপমত",
train0064.jpg,NonPolitical,পানি খেয়ে নাও মেয়েদের ঈদের ছবি তে লাভ রিয়েকট দিতে দিতে ক্লান্ত হয়ে গেছো,
train0065.jpg,NonPolitical,দোকানদার কি লাগবে? আমি : যেটা ব্যাবহার না করার জন্য আপনার জন্ম হইছে দোকানদার AREEIL HADI,
train0066.jpg,NonPolitical,এই কয়েকদিন পকেটে মোবাইল ভাইব্রেশন করলেও KEU AMMARE [MAIRAILA মনে হয় ভুমিকম্প হইতেছে! চরম বিপাকে আছি,
train0068.jpg,NonPolitical,fb com/faizlamikorbi Okay এই মেয়ে তোমার 016782 মোবাইল নাম্বারটা একটু দিবা? (FAIZLAMI RORBI?] একটু চাইছো তাই একটু দিলাম এইডা কি দিলা?,
train0069.jpg,Political,771# 0{[54|07[5(743 রবিডবিতন Subhaprasanna on Mamara's award: রবীন্দ্রনাথ বেঁচে থাকলে নিজের হাতে মমতাকে পুরস্কৃত করতেন: শুভাপ্রসন্ন কুচুটে MI:M[8 আমার নোবেলটাও ওনাকে দিয়ে দিতাম _,
train0070.jpg,NonPolitical,ব্রাজিল ব্দাম মক্সিকো খেলাব সময়] স্কৌরবোর্ড BRI;]  MIBX] Jaaa Cirgjaau ৩ff J;ia Off _ Dff Jaaa Off Jaaa Off Jaaa IF! Vff Jaaa Uff 3 0E OFE BAE] মেক্সিকো বনাম পর্তুগাল খেলা হলে স্কোরবোর্ড MEXI  90P Uff Jaaa Off Jaaa Off Jaaa Off Jaaa Uff Jaaa Off Jaaa Off Jaaa Off Jaaa Off Jaaa Uff Jaaa Off Jaaa Off Jaaa,
train0071.jpg,NonPolitical,যখন বাসায় আসা মেহমানের বাচ্চাকে আপনার খাটে শোয়ানো হয় আর সে হিশু করে দেয় 4>ম,
train0072.jpg,Political,"abp ডানন্দ TMC MLA Threats 'বুথে ঢুকে দেখাও"", ফের বিরোধীদের হুঁশিয়ারি তৃণমূল বিধায়কের ]"" এ[গ ঢেম ঊগিবি ভ্রমস SEPTELEIEF 29 ?02? [8/ ওরে আমাকে দেখেও তোদের শিক্ষা হয়নি! আরকরেহরে] শ্রীলংকান দাওয়াই খাওয়ার পরঃ",
train0073.jpg,NonPolitical,"*আব্বুর বানানো স্পেশাল; বাঙি্রশরবত; *রুহ আফজা, ট্যাং ও অন্যান্য শরব্ত. ওরিও বয় ওরিও বয় 0P4<{ ১ঁ5]3) 17N ওরিও বয় |55",
train0074.jpg,NonPolitical,"[ আচ্ছা ভাই ] R ৪ ৪ ] 1 0 | I ০ ! ০ B ;1 0 "" d h U [ [ আপনি যাকে সবচেয়ে আপন মানুষ ভাবেন সেই মনুষটা ও কি আপনাকে আপন মানুষ ভাবে ? $[*3{E[",
train0075.jpg,NonPolitical,মাসসেরপ্রেথম সপ্তাহে সেমিস্টার ফাইলাম সে তো এক বিভীষিকার নাহ] মাসের শ্রেষ সপ্তাহে,
train0076.jpg,Political,একটুরদাঁড়ান বিজেপির গণসঙ্গীত তৈরীকিরছি],
train0077.jpg,NonPolitical,*হালকা বজ্রপাত বিদ্যমান* আপনার DSLR ওয়ালা বন্ধুঃ ১3৬ঢ:,
train0078.jpg,NonPolitical,রযান ম৮ ~ *approaching শয়তন : ০ ব্রাংলা বিপদের গন্ধপাচ্ছি ৬৮৮y,
train0079.jpg,NonPolitical,কেউ আমাদেরে দাবায়ে রাখতে পারবা না' Fblstobdotরa2s,
train0080.jpg,NonPolitical,নুনু ঝারা দেওয়ার পর Touikir প্যান্টের চেইন লাগানোর পর,
train0081.jpg,Political,এই সোলা জালো বাবা গত সপ্তাহে লটারি জিতেছিল আবার এই সপ্তাহেও জিতেছে ; তোমার বাবা তৃণমূল করে? দI[ক ঠিক ধরেছো; আমি তো তোমাকে বলিনি; তুমি কী করে জানলে!,
train0082.jpg,Political,"কে আবার রটাচ্ছে যে এবার মহালয়া যোদির জন্মদিনের দিন পড়েছে বলে meme junctionবাংলা 0"" স যা দুর্গা মহালয়ার এক যাস পরে আসবে বলেছে",
train0083.jpg,NonPolitical,#বাংলাদেশী দালাল মিডিয়া: ব্রেকিং নিউজ বন্যীয় ভেসে আসী 'ভারতীয় ' হাতি মারা গেছে ভুল চিকিংসা আর কীটনাশক কে দোষারোপ! FAKI BAZZZ কিন্তু বন্যা কার দোষে হইলো; কি পরিমাণ ক্ষয়ক্ষতি হইলো এটা কোন মনিষ্ডবক্কি নহ!,
train0084.jpg,NonPolitical,২০ রাকাত তারাবির নামাজ পড়া নামাজ না পড়ে আড্ডা যারা [NEPANI শEাE,
train0085.jpg,NonPolitical,baji takl Dati TEmTal hailniuiih? দE| করে বরিশালের দয়া লোক আমার কোন রিকসায় উঠবেন না | WKIEBHI নিশ্চিত কোন বরিশাইলা bal ঢমোঁ akis ৩ম Tilaiঁ18 তোরে বাঁশ দিছিল মনে_হয়!,
train0086.jpg,NonPolitical,HOWY0U[==L DURINGRAMADAN IH|EN }]N'0]/! 010 YOUHEAR MAGRIB_ERAZAN,
train0087.jpg,NonPolitical,"Paugailbrsarcosnbd [luiladolirtdb] (কিস ডে তে কিস দিবি না কপিলা? তুই ব্লাশ করস না,তোের মুখে গব্ধ",
train0088.jpg,NonPolitical,"অন্যদের অজন You' vE eamed a top tafi banoe] Iসr Pftlats Ratul and can uccept 0910 31 miialte3ago Voute eciablbo[Ealmmirlur 444701E==1 ো[0|87[336 _দ0 V60 8 eameu a top Tan badge tor Arosh Khan and can accept It ]9|63 WPaqp 74003394!!14| uP _al Luuge |u[ 700""48|65[7-""0 1)100|150 0""00|)|0 CLIIIu Rhluzmi und cun uccept 5H Crratiun Lid curi acciatu !]01"" nTHILTuT বaম GUchrned =brfen hadn- ur Vulvrearnedotrnleibets""i Iuamr Lriuram nnu canircceঢrai ; [ 7)27101346[46493 00 3401178[347{[ 00u 74744320[74083{4[[4]  4[;73]6] [7n৫1[ 4443{ি [638034| vobvleewedlbtoo tanbadgetor Sehurruuuuleunttacgrtinas T৮--37]| ৬ ৬>3 voiivteomebteo t bies]  Eirreni ! A9|987] : 69998| Youived টিত্রা ""17 vouivet cষ[০+0 u ! Shih Prnl Toldb{%' can '9১ ~60 hula সধাঢার Chitroshoni iadcan 42 %63) aCCEPt  Car ucceni Ercobe l Molr ( 790 4[87 47[0416 eerried d ""ঘp fai badre !10""41 071301 ""সান> 7851 =194161 miuneesikgo 444410""1637=| You ve eটrned # TOb Lun @87_0> EU|E]=""1""`"" ULE7  ে7 bura- Irzse [Els/7] ব০0| Totve ELEian Hahamirisd a০০e০ 7760347 erang?[[63+33 Imamul  ০0r7 Akiband 9p [677] pa098) 74 দ3E63187137 00103[ acEeDt ! |0""1733[313254731 ২০০ 4486[164 044 আমার অজন",
train0089.jpg,NonPolitical,"CIO তে কোনো বিল্ডিং এ খুন হলে, গর্গ )0: দরোয়ান থেকে কিছু জিজ্ঞেস করলে, সে সব সময় দুটা উত্তর দিবে . FAKL BAU: সে ঘুমাইতেছিল অথবা সে চা খাইতে গেসিল",
train0090.jpg,NonPolitical,Zhan NiL OV Khan NzTOV ল্কডাউনে আপুদের অবস্থা কি? Khan NzTOV Enan 1V__ 0 Khan ]7 Khan Nir 0 V 0V NzT NirOV  K Zhan an Izr OV চোষা (] En ILTOV Khan 8n NiT 0 V Zhan Nz an Nir O V 0 V Khan V & Zhan I1 Tan IZ 0V Kh বাচ্চা কোন টা রেশি জ্বালাচ্ছে?   0 V নিজের টা না কি শাশুড়ির টা Zhan NLTOV Zhan 11T01,
train0091.jpg,NonPolitical,কিছ্নুদিন আগে বৃষ্টিহয় নাক্যান ্! এেখন BBlyB NBIB]] বৃষ্টিথামেনা ক্যান ?!!,
train0092.jpg,NonPolitical,II}IANMOMENnIENYOUREALIZ3YoU WEIRINGMIHIITE SHIRT ANDEATNG Rai!B NBIBৎ] তরকারী !,
train0093.jpg,NonPolitical,আমি চিনি গো চিনি তোযারে ওগো বিদেশিনী Menetunnctonবাংলা hoichoi লে বিদেশিনী কে রে বাড়া তুই; তুই চিনিস আযাকে],
train0095.jpg,NonPolitical,বন্ধু তোের ভাবীরে কল দিয়ে বল omor আয়িবাইকএক্সিডেন্টকরেছসপিটালেআছি,
train0096.jpg,NonPolitical,অহ বাংলাদেশ! on0r9{@e৮|9[[0 EIDA KONO KOTHA HoiLo? ১ টাকারীক্যাণ্ডিরমেয়দঠ বছর! কিন্তু ৯৪ টাকার ১ গিগাবাইট ইন্টারনেট ডাটার মেয়াদ মাত্র ৭ দিন!,
train0097.jpg,NonPolitical,Me : আম্মু আযার ফেভারিট ব্লু টি শাট টা কই ? আম্মু : QDDAU শনচ,
train0098.jpg,NonPolitical,HIeBr[ মেয়েদের জামী-কাপড় ঠিক ছিল নী তাই পৌলারী এমন করছে IIIAZE তাইলে তোরী হিজরাগৌ এমন করছ নী ক্যারে?,
train0099.jpg,NonPolitical,জান তোমার ফেবুর পাসওয়ার্ড টা বলতো? FHKI HHZZZ এটা দিয়া কি করবা! আমি তোমার গফী আমার দেখতেইচ্ছাহ্ইতপরেন]] দেখব আর কি করবো আজিব! UNipAP 5A1e8 FIRI[Z BIL আমারটা ৮% #৮%৮# তোমার পাসওয়ার্ড টাবল? কেন!!! আমার পাসওয়ার্ড চাইবা কেন? তুমি কি আমায় স্দেহ করো] পাসওয়ার্ড চাও ফাইজলামি পাইছো],
train0100.jpg,NonPolitical,সরকারী স্কুল সরকারীবাস সরকারী হাঁসপাতাল সরকারী চাকুরী H9sH}0;}],
train0101.jpg,NonPolitical,Ihlfl Bfil বাংলাদেশে_নাকি কারেন্ট যায় না কারেন্ট এর জোয়ার বইতেছে HRILAITIRAJJIBI) ফইন্নির ঘড়়ের ফইন্নি আমার বাসা কি চান্দে রে ?,
train0102.jpg,Political,[|[[;M[& ছবির অপেক্ষায় রইলাম আমরা জানি মোদীজি আমাদের হতাশ করবেন না,
train0103.jpg,NonPolitical,বাঁকুড়া মেদিনীপুরের ছেলেপুলেকে সারাবছর বাকিরা যেভাবে দেখো @meme junctionবাংলা মাধ্যমিকের রেজাল্টেরপর,
train0104.jpg,NonPolitical,Accidentally fall tap on mobile advertisement Advertisement: JLIIU @Ahm Shakil 4দঢ: চলযাইগা Play Store রে,
train0105.jpg,NonPolitical,হাসপাতাল Eচত:,
train0106.jpg,Political,[[IL[S বডো হয়ে তোতোমরাংকি_করবে? চায়ের স্টল ঘুগনির দোকান তেলেভাজা দোকান,
train0107.jpg,NonPolitical,YESI!OUTI! 4#4844 NO BALLI RaiyB NBnBZ],
train0108.jpg,Political,নবজোয়ারে ব্যালট লুঠ HEhES প্রাথীবাছাইকিরার ডোটটাআবারকি? আমাদ্যকাছেস্ব ডোটইসমান],
train0109.jpg,NonPolitical,"HKE3য} ভাই, সেঞ্চুরি কেমনে করব? NRI' TALUKUER{ SHAHEB EntTal মোবাইলে ULASHUEULANS না খেইলা বেশি করে PRAUIILE করলে পীরবি !",
train0111.jpg,Political,সাগরদিঘীতে ৫ম রাউন শেষে ৫০৫৯ ডোটে এগিয়ে বাম-কংগ্রেস প্রার্থী বাইবন বিশ্বাস IEM[:,
train0113.jpg,NonPolitical,Eto klushi la9+ Kreeeeeeee সকিবাUILZ দেখছস কিবলিস্র আজকাল নোবইলের ওবইরহ্য়,
train0114.jpg,NonPolitical,Me 4 becomes sick* এলাকার হুজুরগন : বরাংলা ৬৮3],
train0115.jpg,NonPolitical,বার্ষিক পরীক্ষায়কমনম্বার পেয়েওমচবীবকে বুঁঝিয়ে গুনিয়বেঁচেযওয়়াআমি পণ্্বসকট্টি,
train0116.jpg,NonPolitical,এইডা কি করে আমার বাপে 4141 Keu amare Bach আমি এত রেকর্ড ভাঙ্গমু কেমনো??? দে০৫৬ী gনshe,
train0117.jpg,NonPolitical,FKEBE$ এই পৃথিবীতে সবার একটাই সমস্যা RIIIHI|Y সI@ সবাই খালি TREAI চায়,
train0118.jpg,NonPolitical,২৬ বছর বয়সী চাকুরীজীবি যুবক যখন মায়ের হাতের রান্নায় অসন্তোষ জানাই! মা L০ পোনাঃ @meme_তুমি শুধুআমার তর কি ঝউ লগবো],
train0119.jpg,NonPolitical,যখন কেউ বলে সারাদিন ফেসবুকে সবসময় কি করিস? আমঃ Tangaila Sarcasn,
train0120.jpg,NonPolitical,LA][1দN]] 1ণ: TioLL যখন তুমি কম্বলের ভিতর মাথাঢুকাইয়া ঘুমাইতাছিল এমন সময় তোমার পাশের জন পাদমারে!,
train0121.jpg,NonPolitical,ফ্রেশীর BIRIGH] PE [  লাস্টি সেনিস্টার,
train0122.jpg,NonPolitical,Kegjamarg bacha একটা সুন্দরি মেয়ে পেছবুকে রিকুয়েস্ট পাঠাইছিল . মাগার: ওইটা ফেক আইডি ছিল nmn৮e JBh9,
train0123.jpg,NonPolitical,Left দোস্ত; ২ নম্বর এর উত্তর ৩০ হইসিলো তর টা দেইখা ৬৯ দিসি| Right উত্তর ৩০ ই হইবো স্যার এ কইলো মাত্র] NZDAyI MM3,
train0124.jpg,NonPolitical,IKEUAMARE MAIIRAILLA সারাবছর শবে বরাত,
train0125.jpg,NonPolitical,ঈদের দিন সকাল সকাল ঘুম থেকে উঠে বই পড়ার ভঙ ধরে আব্বুর কাছ থেকে ২০০০টাকা সালামি খসিয়ে নেওয়ার পর আমি: এটু ঢালাক না হইলে; দু্রিয়়াত টিকা খুব কঠিন!,
train0126.jpg,NonPolitical,*মেয়েদের মধ্যে মারামারি লাগা বিদ্যমান* *মাথার চুল- আজ বোধহয় আর রক্ষে নেই,
train0127.jpg,NonPolitical,যারা আমার পাশতে বাঁশ ঢুকাতে চায়; তাদেরকে যেকোনো বাঁশে খাড়া করি দিতে পারি URP শেষ পযন্ত মারামারি লেভেলঃ পাছা UFB BI,
